claim_id,record_id,field,exact_claim,claim_category,source_id,locator,evidence_status,documentary_status,measurement_status,design_status,uncertainty,reviewer,proposed_action
W1-C1043,hyrcanian-forests-c5,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C1044,hyrcanian-forests-c5,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C1045,hyrcanian-forests-c5,geoSpatial.coordinates,"34.4279,54.888000000000005,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
W1-C1046,hyrcanian-forests-c5,geoSpatial.unescoHeritageRef,ثبت میراث فرهنگی ملموس و ناملموس یونسکو,heritage-designation,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific or not checkable,W1-sequential-AI-review,remove generic UNESCO wording
W1-C1047,hyrcanian-forests-c5,spectral.peakWavelengthNm,512 nm (dominant 512 nm),spectral,S007,palettes.ts provenance.spectralStatus,illustrative,not-applicable,not-measured (measuredSpectra=0),not-applicable,peak equals dominant wavelength (template),W1-sequential-AI-review,keep labelled illustrative
W1-C1048,hyrcanian-forests-c5,historicalContextFa,برف‌های جاودان بلندترین آتشفشان قاره کهن,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C1049,hyrcanian-forests-c5,artMovement,جنگل‌های هیرکانی و البرز,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C1050,hyrcanian-forests-c5,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C1051,hyrcanian-forests-c6,hex,#0D1F18,color-value,S001;S002,no exact match in S001 or S002,designer-choice,no-modern-list-match,none-on-record (measuredSpectra=0),designer-choice,origin of value undocumented,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C1052,hyrcanian-forests-c6,nameEn,Deep Forest Shadow,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C1053,hyrcanian-forests-c6,nameFa,ژرفای جنگل مه‌آلود,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,none
W1-C1054,hyrcanian-forests-c6,meaningFa,سایه درختان متراکم در دره‌های مه‌گرفته تالش,cultural-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,cultural/material assertion with no citation,W1-sequential-AI-review,hedge or cite
W1-C1055,hyrcanian-forests-c6,mineralogical.mineralName,Persian Historical Pigment (Deep Forest Shadow),material,S007,heritage-data.ts hyrcanian-forests-c6.evidence.mineralogical,contradicted,internal-conflict,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": subject is not a pigment (e.g. sea, snow, gem, spice, shade, wool, paper)",W1-sequential-AI-review,"replace template with ""unknown"" or remove"
W1-C1056,hyrcanian-forests-c6,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #0D1F18),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C1057,hyrcanian-forests-c6,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C1058,hyrcanian-forests-c6,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C1059,hyrcanian-forests-c6,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
W1-C1060,hyrcanian-forests-c6,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C1061,hyrcanian-forests-c6,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C1062,hyrcanian-forests-c6,geoSpatial.coordinates,"34.9279,55.188,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
W1-C1063,hyrcanian-forests-c6,geoSpatial.unescoHeritageRef,ثبت میراث فرهنگی ملموس و ناملموس یونسکو,heritage-designation,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific or not checkable,W1-sequential-AI-review,remove generic UNESCO wording
W1-C1064,hyrcanian-forests-c6,spectral.peakWavelengthNm,513 nm (dominant 513 nm),spectral,S007,palettes.ts provenance.spectralStatus,illustrative,not-applicable,not-measured (measuredSpectra=0),not-applicable,peak equals dominant wavelength (template),W1-sequential-AI-review,keep labelled illustrative
W1-C1065,hyrcanian-forests-c6,historicalContextFa,سایه درختان متراکم در دره‌های مه‌گرفته تالش,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C1066,hyrcanian-forests-c6,artMovement,جنگل‌های هیرکانی و البرز,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C1067,hyrcanian-forests-c6,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C1068,yazd-saffron-desert-c1,hex,#F4C430,color-value,S002,"S002 ""Saffron""",designer-choice,exact-match-in-modern-color-list,none-on-record (measuredSpectra=0),designer-choice,HEX identical to a modern named-color list entry; suggests digital-list origin rather than material measurement,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C1069,yazd-saffron-desert-c1,nameEn,Saffron Yellow,naming,S002,"S002 ""Saffron""",illustrative,pair-found-in-modern-list,not-applicable,designer-choice,modern list entry is not evidence of historical use,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C1070,yazd-saffron-desert-c1,nameFa,زعفرانی سرگل (Saffron),naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,none
W1-C1071,yazd-saffron-desert-c1,meaningFa,رنگ استاندارد زعفرانی جهانی نگین سرخ قائنات و گناباد,cultural-history,S002,HEX lookup,unverified,checked-against-S002,not-applicable,not-applicable,"""world standard saffron colour""; #F4C430 equals ""Saffron"" in S002 (modern list)",W1-sequential-AI-review,hedge or cite
W1-C1072,yazd-saffron-desert-c1,mineralogical.mineralName,Persian Historical Pigment (Saffron Yellow),material,none-opened,heritage-data.ts yazd-saffron-desert-c1.evidence.mineralogical,unverified,placeholder,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": no pigment identification",W1-sequential-AI-review,"replace template with ""unknown"" or remove"
W1-C1073,yazd-saffron-desert-c1,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #F4C430),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C1074,yazd-saffron-desert-c1,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C1075,yazd-saffron-desert-c1,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C1076,yazd-saffron-desert-c1,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
W1-C1077,yazd-saffron-desert-c1,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C1078,yazd-saffron-desert-c1,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C1079,yazd-saffron-desert-c1,geoSpatial.coordinates,"32.4279,53.688,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
W1-C1080,yazd-saffron-desert-c1,geoSpatial.unescoHeritageRef,ثبت میراث فرهنگی ملموس و ناملموس یونسکو,heritage-designation,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific or not checkable,W1-sequential-AI-review,remove generic UNESCO wording
W1-C1081,yazd-saffron-desert-c1,spectral.peakWavelengthNm,593 nm (dominant 593 nm),spectral,S007,palettes.ts provenance.spectralStatus,illustrative,not-applicable,not-measured (measuredSpectra=0),not-applicable,peak equals dominant wavelength (template),W1-sequential-AI-review,keep labelled illustrative
W1-C1082,yazd-saffron-desert-c1,historicalContextFa,رنگ استاندارد زعفرانی جهانی نگین سرخ قائنات و گناباد,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C1083,yazd-saffron-desert-c1,artMovement,طلای سرخ و کویر یزد,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C1084,yazd-saffron-desert-c1,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
